english,part_of_speech,alutiiq_north,north_audio,north_sentence,alutiiq_south,south_audio,south_sentence,image_name,root_word,category,edited_by,notes,completed,approved
"knock (repeatedly), strike repeatedly",Verb ,,,,kaugturluni,kaugturluni,,,,,,,,,,CDKA (71),
small red fox,,,,,kaugya'aq,kaugya'aq,,,,,,,,,,CDKA (58),
(person) is late,Verb ,,,,kaukaulluku,kaukaulluku,,,,,,,,,,CDKA (71),
"reach in one's pockets for it, reach under or inside something for it",Verb ,,,,kauluku,kauluku,,,,,,,,,,CDKA (86),
put one's hands in one's pockets,Verb ,,,,kauluni,kauluni,,,,,,,,,,CDKA (86),
feel underneath or inside for it,,,,,kauturluku,kauturluku,,,,,,,,,,CDKA (55),
feel underneath or inside something (someplace one can't see),,,,,kauturluni,kauturluni,,,,,,,,,,CDKA (55),
redneck clam,,,,,kawilnguq,kawilnguq,,,,,,,,,,CDKA (46),
be red,,,,,kawirluni,kawirluni,,,,,{adj} kawisqaq,,,,,CDKA (89),
be easy,,,,,kayagnainani,kayagnainani,,,,,,,,,,CDKA (52),
be reluctant (all the time),,,,,kayagtarluni,kayagtarluni,,,,,,,,,,CDKA (89),
be reluctant or lazy to do something,,,,,kayagyugluni,kayagyugluni,,,,,,,,,,CDKA (89),
"be reluctant to do it, balk at it",,,,,kayaklluku,kayaklluku,,,,,,,,,,CDKA (89),
"(female) is old, be an old woman",,,,,kayugiuluni,kayugiuluni,,,,,,,,,,CDKA (81),
"be gusty weather, wind blows hard",,,,,kayungluni,kayungluni,,,,,,,,,,CDKA (63),
he is biting it,,,,,kegaa,kegaa,,,,,,,,,,CDKA (40),
bite it repeatedly,,,,,keghmarluku,keghmarluku,,,,,,,,,,CDKA (40),
bite it,,,,,keglluku,keglluku,,,,,,,,,,CDKA (40),
something held in one's teeth,,,,,kegluniaq,kegluniaq,,,,,,,,,,CDKA (65),
hold it in one's teeth,,,,,kegluniaqlluku,kegluniaqlluku,,,,,,,,,,CDKA (65),
hold it in one's teeth,,,,,kegmiaqlluku,kegmiaqlluku,,,,,,,,,,CDKA (110),
pick it up with one's teeth,,,,,kegmigluku,kegmigluku,,,,,,,,,,CDKA (109),
iron it,,,,,kelatirluku,kelatirluku,,,,,,,,,,CDKA (69),
scrape it (off),,,,,keligluku,keligluku,,,,,,,,,,CDKA (93),
keep scraping it,,,,,keligturluku,keligturluku,,,,,,,,,,CDKA (93),
"(boil, blister) breaks open",,,,,kellagluni,kellagluni,,,,,,,,,,CDKA (42),
run around (doing things),,,,,kellagluni,kellagluni,,,,,,,,,,CDKA (91),
back from it (up slope or toward woods or wall),,,,,kelua,kelua,,,,,,,,,,CDKA (37),
key,,,,,kelucaq,kelucaq,,,,,,,,,,CDKA (70),
thread,,,,,kelugkaq,kelugkaq,,,,,,,,,,CDKA (107),
lung,,,,,kemagnaq,kemagnaq,,,,,,,,,,CDKA (75),
meat,,,,,kemek,kemek,,,,,,,,,,CDKA (76),
low tide,,,,,ken'aq,ken'aq,,,,,,,,,,CDKA (108),
(wind) pushes smoke down stovepipe,,,,,ken'garlluku,ken'garlluku,,,,,,,,,,CDKA (88),
stovepipe (repeatedly),,,,,ken'garqaaluku,ken'garqaaluku,,,,,,,,,,CDKA (88),
"Tanaina Athabaskan, Kenaitze",,,,,Kenaiyuq,Kenaiyuq,,,,,,,,,,CDKA (105),
press it,,,,,keneglluku,keneglluku,,,,,,,,,,CDKA (87),
lowbush cranberry,,,,,kenegtaq,kenegtaq,,,,,,,,,,CDKA (48),
lowbush cranberry bush,,,,,kenegtaqutaq,kenegtaqutaq,,,,,,,,,,CDKA (48),
press it (repeatedly),,,,,kenegtarluku,kenegtarluku,,,,,,,,,,CDKA (87),
fire,,,,,keneq,keneq,,,,,,,,,,CDKA (56),
"wood, firewood",,,,,kenerkaq,kenerkaq,,,,,,,,,,CDKA (117),
chopped-up alders,,,,,kenerkiuwat,kenerkiuwat,,,,,,,,,,CDKA (35),
soak some,,,,,keniciluni,keniciluni,,,,,,,,,,CDKA (97),
soak it,,,,,kenilluku,kenilluku,,,,,,,,,,CDKA (97),
get soaking wet,,,,,keniq'arluni,keniq'arluni,,,,,,,,,,CDKA (97),
point at it,,,,,kenirluku,kenirluku,,,,,,,,,,CDKA (86),
kitchen,,,,,kenirwik,kenirwik,,,,,,,,,,CDKA (71),
build a fire,,,,,kenliluni,kenliluni,,,,,,,,,,CDKA (57),
tide goes out,,,,,kenlluni,kenlluni,,,,,,,,,,CDKA (83),
tide goes out on it,,,,,kenulluku,kenulluku,,,,,,,,,,CDKA (83),
a piece broken or cut off,,,,,kepii,kepii,,,,,,,,,,CDKA (85),
cut it (crosswise),,,,,keplluku,keplluku,,,,,,,,,,CDKA (49),
spear,,,,,kepsuun,kepsuun,,,,,,,,,,CDKA (99),
cut some (crosswise),,,,,kepulluni,kepulluni,,,,,,,,,,CDKA (49),
except that ...,,,,,kesiin,kesiin,,,,,,,,,,CDKA (54),
go by out from it,,,,,ketairluku,ketairluku,,,,,,,,,,CDKA (83),
far out in the open,,,,,ketgwani,ketgwani,,,,,,,,,,CDKA (82),
move it out,,,,,ketgwarlluku,ketgwarlluku,,,,,,,,,,CDKA (83),
"out from it (down slope or out in open sea or open area, or toward middle of room)",,,,,ketii,ketii,,,,,,,,,,CDKA (82),
that one out from it,,,,,ketllia,ketllia,,,,,,,,,,CDKA (82),
be out in the open,,,,,ketsigluni,ketsigluni,,,,,,,,,,CDKA (83),
spend the summer,,,,,kia'iluni,kia'iluni,,,,,,,,,,CDKA (103),
be summer,,,,,kiagluni,kiagluni,,,,,,,,,,CDKA (103),
in the summer,,,,,kiagmi,kiagmi,,,,,,,,,,CDKA (103),
last summer,,,,,kiagpak,kiagpak,,,,,,,,,,CDKA (103),
early summer,,,,,kiagyuwaq,kiagyuwaq,,,,,,,,,,CDKA (103),
be early summer,,,,,kiagyuwarluni,kiagyuwarluni,,,,,,,,,,CDKA (103),
in early summer,,,,,kiagyuwarmi,kiagyuwarmi,,,,,,,,,,CDKA (103),
"north-northeast wind, southeast",,,,,kiakeq,kiakeq,,,,,,,,,,CDKA (117),
next summer,,,,,kiaku,kiaku,,,,,,,,,,CDKA (103),
charcoal,,,,,kianiq,kianiq,,,,,,,,,,CDKA (44),
every summer,,,,,kianra,kianra,,,,,,,,,,CDKA (103),
look around,,,,,kiarlluni,kiarlluni,,,,,,,,,,CDKA (74),
"anchor, weight",,,,,kicantaq,kicantaq,,,,,,,,,,CDKA (35),
sinker,,,,,kicautaq,kicautaq,,,,,,,,,,CDKA (96),
"get very angry, furious",,,,,kigyagluni,kigyagluni,,,,,,,,,,CDKA (35),
be hateful (all the time),,,,,kigyagtarluni,kigyagtarluni,,,,,,,,,,CDKA (64),
"be hateful, grouchy",,,,,kigyagyugluni,kigyagyugluni,,,,,,,,,,CDKA (64),
hate him,,,,,kigyaklluku,kigyaklluku,,,,,,,,,,CDKA (64),
"be cranky, in a bad mood",,,,,kigyangayagluni,kigyangayagluni,,,,,,,,,,CDKA (48),
"get very angry, furious with him",,,,,kigyaulluku,kigyaulluku,,,,,,,,,,CDKA (35),
come apart,,,,,kiigarlluni,kiigarlluni,,,,,,,,,,CDKA (47),
cake,,,,,kiikeq,kiikeq,,,,,,,,,,CDKA (43),
pry it apart,,,,,kiilluku,kiilluku,,,,,,,,,,CDKA (87),
muktuk,,,,,kiimaq,kiimaq,,,,,,,,,,CDKA (78),
"alone, only",,,,,kiimi,kiimi,,,,,{refl} kesiin,,,,,CDKA (35),
keel,,,,,kiiRaq,kiiRaq,,,,,,,,,,CDKA (71),
"split open, come apart",,,,,kiiyarlluni,kiiyarlluni,,,,,,,,,,CDKA (100),
crowbar,,,,,kiiyutaq,kiiyutaq,,,,,,,,,,CDKA (48),
cut him (surface wound),,,,,kilirluku,kilirluku,,,,,,,,,,CDKA (49),
cut oneself (surface wound),,,,,kilirluni,kilirluni,,,,,,,,,,CDKA (49),
sink (in water),,,,,kill'uni,kill'uni,,,,,,,,,,CDKA (96),
who,,,,,kina(q),kina(q),,,,,,,,,,CDKA (116),
"anyone, anybody",,,,,kinanginaq,kinanginaq,,,,,,,,,,CDKA (36),
dry it,,,,,kinercirluku,kinercirluku,,,,,,,,,,CDKA (52),
be dry,,,,,kinerlluku,kinerlluku,,,,,,,,,,CDKA (52),
get dry,,,,,kinerluni,kinerluni,,,,,,,,,,CDKA (52),
"jerky, dried meat, something dry",,,,,kinertaq,kinertaq,,,,,,,,,,CDKA (69),
"bug, worm, insect",,,,,kinguk,kinguk,,,,,,,,,,CDKA (42),
the last time,,,,,kingukun,kingukun,,,,,,,,,,CDKA (109),
"home town, place one comes from, one's home town",,,,,kinguneq,kinguneq,,,,,,,,,,CDKA (66),
rump,,,,,kinguqaq,kinguqaq,,,,,,,,,,CDKA (91),
the last one (of them),,,,,kinguqlliat,kinguqlliat,,,,,,,,,,CDKA (71),
the last one or the last time,,,,,kinguqllirpaamek,kinguqllirpaamek,,,,,,,,,,CDKA (71),
"get there after him, miss him",,,,,kingutrulluku,kingutrulluku,,,,,,,,,,CDKA (60),
"look back at it, turn and look at it",,,,,kingyarluku,kingyarluku,,,,,,,,,,CDKA (74),
"look back, turn to look",,,,,kingyarluni,kingyarluni,,,,,,,,,,CDKA (74),
be left helpless,,,,,kinikuarlluni,kinikuarlluni,,,,,,,,,,CDKA (64),
who (plural),,,,,kinkut,kinkut,,,,,,,,,,CDKA (117),
boiled fish,,,,,kinuwaq,kinuwaq,,,,,,,,,,CDKA (57),
"miss him, get there after him",,,,,kipuarlluku,kipuarlluku,,,,,,,,,,CDKA (77),
(they) take turns,,,,,kipullegtaraulluteng,kipullegtaraulluteng,,,,,,,,,,CDKA (111),
pass him going in the opposite direction,,,,,kipuyulluku,kipuyulluku,,,,,,,,,,CDKA (84),
pass each other going opposite directions,,,,,kipuyullutek,kipuyullutek,,,,,,,,,,CDKA (84),
"go ahead, let's go",,,,,kita,kita,,,,,,,,,,CDKA (60),
come on,,,,,kita!,kita!,,,,,,,,,,CDKA (47),
heel,,,,,kitngiq,kitngiq,,,,,,,,,,CDKA (64),
tip it over or tip over in it,,,,,kitngulluku,kitngulluku,,,,,,,,,,CDKA (109),
"tip over, capsize",,,,,kitnguluni,kitnguluni,,,,,,,,,,CDKA (109),
"go past it, go by it, pass it, skip (over) it",,,,,kiturluku,kiturluku,,,,,,,,,,CDKA (61),
"pass, go past",,,,,kiturluni,kiturluni,,,,,,,,,,CDKA (84),
"carry, take, bring it past",,,,,kituulluku,kituulluku,,,,,,,,,,CDKA (84),
"carry, take, bring some past (also pass by, skip some), go by, pass some",,,,,kituulluni,kituulluni,,,,,,,,,,CDKA (84),
skip some,,,,,kituwiluni,kituwiluni,,,,,,,,,,CDKA (97),
answer him,,,,,kiuluku,kiuluku,,,,,,,,,,CDKA (36),
answer,,,,,kiuluni,kiuluni,,,,,,,,,,CDKA (36),
"answer back, talk back",,,,,kium'aluni,kium'aluni,,,,,,,,,,CDKA (36),
he is talking back,,,,,kiumgauq,kiumgauq,,,,,,,,,,CDKA (106),
load it,,,,,kiwegluku,kiwegluku,,,,,,,,,,CDKA (74),
load,,,,,kiwegluni,kiwegluni,,,,,,,,,,CDKA (74),
keep loading it,,,,,kiwegturluku,kiwegturluku,,,,,,,,,,CDKA (74),
keep loading,,,,,kiwegturluni,kiwegturluni,,,,,,,,,,CDKA (74),
a load,,,,,kiwek,kiwek,,,,,,,,,,CDKA (74),
unload it,,,,,kiwgirluku,kiwgirluku,,,,,,,,,,CDKA (111),
color,,,,,klaaskaaq,klaaskaaq,,,,,,,,,,CDKA (46),
paint brush,,,,,kRaasiiyutet,kRaasiiyutet,,,,,,,,,,CDKA (42),
rice,,,,,kRupaaq,kRupaaq,,,,,,,,,,CDKA (90),
catch on fire,,,,,kua'arlluni,kua'arlluni,,,,,,,,,,CDKA (45),
burn it,,,,,kuagkwarluku,kuagkwarluku,,,,,,,,,,CDKA (43),
burn,,,,,kualuni,kualuni,,,,,,,,,,CDKA (43),
"light it, turn it on (light, gas, radio, etc.), start it (fire, banya)",,,,,kuarlluku,kuarlluku,,,,,,,,,,CDKA (74),
dough,,,,,kuashniaq,kuashniaq,,,,,,,,,,CDKA (51),
make dough,,,,,kuashniarluni,kuashniarluni,,,,,,,,,,CDKA (51),
drop,,,,,kuciq,kuciq,,,,,,,,,,CDKA (52),
drip,,,,,kucirluni,kucirluni,,,,,,,,,,CDKA (52),
keep on dripping,,,,,kuciyaluni,kuciyaluni,,,,,,,,,,CDKA (52),
rain barrel or drip catcher,,,,,kuciyutaq,kuciyutaq,,,,,,,,,,CDKA (88),
spill it (by accident),,,,,kug'iluku,kug'iluku,,,,,,,,,,CDKA (100),
"garbage can, garbage dump",,,,,kug'iwik,kug'iwik,,,,,,,,,,CDKA (59),
keep dumping it out,,,,,kug'urluku,kug'urluku,,,,,,,,,,CDKA (52),
"pour it, dump it out, spill it (on purpose)",,,,,kugluku,kugluku,,,,,,,,,,CDKA (86),
"(it) pours, spills",,,,,kugluni,kugluni,,,,,,,,,,CDKA (86),
pour it out (repeatedly),,,,,kugturluku,kugturluku,,,,,,,,,,CDKA (86),
gill net,,,,,kugyaq,kugyaq,,,,,,,,,,CDKA (80),
river banks,,,,,kui'im awatek,kui'im awatek,,,,,,,,,,CDKA (90),
"river, creek",,,,,kuik,kuik,,,,,,,,,,CDKA (90),
swim,,,,,kuimarluni,kuimarluni,,,,,,,,,,CDKA (104),
be rough (land),,,,,kuinggwigniinani,kuinggwigniinani,,,,,,,,,,CDKA (91),
be smooth (land),,,,,kuinggwignirluni,kuinggwignirluni,,,,,,,,,,CDKA (98),
walk,,,,,kuinglluni,kuinglluni,,,,,,,,,,CDKA (114),
lie or turn on one's side,,,,,kukuglluni,kukuglluni,,,,,,,,,,CDKA (95),
on one's side,,,,,kukugmi,kukugmi,,,,,{refl} kukuan,,,,,CDKA (95),
keep whistling,,,,,kukumya'aluni,kukumya'aluni,,,,,,,,,,CDKA (116),
whistle,,,,,kukumyarluni,kukumyarluni,,,,,,,,,,CDKA (116),
go to visit him,,,,,kula'irluku,kula'irluku,,,,,,,,,,CDKA (61),
visit him,,,,,kula'irwiklluku,kula'irwiklluku,,,,,,,,,,CDKA (113),
Easter bread,,,,,kulic'aaq,kulic'aaq,,,,,,,,,,CDKA (52),
snipe,,,,,kulickiiq,kulickiiq,,,,,,,,,,CDKA (97),
bell,,,,,kuluk'uunaq,kuluk'uunaq,,,,,,,,,,CDKA (39),
ring,,,,,kulun,kulun,,,,,,,,,,CDKA (90),
earring,,,,,kulunguaq,kulunguaq,,,,,,,,,,CDKA (54),
Tlingit,,,,,Kulusuq,Kulusuq,,,,,,,,,,CDKA (109),
eagle,,,,,kum'agyak,kum'agyak,,,,,,,,,,CDKA (52),
get angry,,,,,kumeglluni,kumeglluni,,,,,,,,,,CDKA (35),
be in a bad mood,,,,,kumgiiyagluni,kumgiiyagluni,,,,,,,,,,CDKA (38),
get angry with him,,,,,kumgulluku,kumgulluku,,,,,,,,,,CDKA (35),
sand flea,,,,,kumitgaq,kumitgaq,,,,,,,,,,CDKA (92),
"get into someone else's things, have food stuck between one's teeth",,,,,kumkiluni,kumkiluni,,,,,,,,,,CDKA (68),
toothpick,,,,,kumkiutaq,kumkiutaq,,,,,,,,,,CDKA (109),
freeze some,,,,,kumlaciluni,kumlaciluni,,,,,,,,,,CDKA (59),
freezer,,,,,kumlaciwik,kumlaciwik,,,,,,,,,,CDKA (59),
"freeze it, get frozen",,,,,kumlalluku,kumlalluku,,,,,,,,,,CDKA (59),
freeze,,,,,kumlaluni,kumlaluni,,,,,,,,,,CDKA (58),
something frozen,,,,,kumlaneq,kumlaneq,,,,,,,,,,CDKA (59),
cow,,,,,kuRuwaq,kuRuwaq,,,,,,,,,,CDKA (48),
lynx,,,,,kuskarpak,kuskarpak,,,,,,,,,,CDKA (75),
"miss him, be lonesome for him",,,,,kusuluku,kusuluku,,,,,,,,,,CDKA (77),
be homesick,,,,,kusuluni,kusuluni,,,,,,,,,,CDKA (66),
parka,,,,,kutuunaq,kutuunaq,,,,,,,,,,CDKA (83),
coffee,,,,,kuugiaq,kuugiaq,,,,,,,,,,CDKA (46),
chicken,,,,,kuulicaaq,kuulicaaq,,,,,,,,,,CDKA (45),
lift it up,,,,,kwegluku,kwegluku,,,,,,,,,,CDKA (73),
lift up,,,,,kwegluni,kwegluni,,,,,,,,,,CDKA (73),
lift it up (continuously),,,,,kwegtarluku,kwegtarluku,,,,,,,,,,CDKA (73),
lift up (continuously),,,,,kwegtarluni,kwegtarluni,,,,,,,,,,CDKA (73),
store,,,,,laaf'kaaq,laaf'kaaq,,,,,,,,,,CDKA (101),
"Indian rice, Kamchatka lily",,,,,laagaq,laagaq,,,,,,,,,,CDKA (67),
hole made by digging,,,,,laakaq,laakaq,,,,,,,,,,CDKA (65),
lamp,,,,,laampaaq,laampaaq,,,,,,,,,,CDKA (72),
incense,,,,,laatanaq,laatanaq,,,,,,,,,,CDKA (67),
Canada goose,,,,,lagiq,lagiq,,,,,,,,,,CDKA (62),
dig,,,,,lagluni,lagluni,,,,,,,,,,CDKA (51),
store,,,,,laug'kaaq,laug'kaaq,,,,,,,,,,CDKA (101),
food burns,,,,,leglluku,leglluku,,,,,,,,,,CDKA (43),
"den, cave",,,,,legta,legta,,,,,,,,,,CDKA (50),
pan bread,,,,,legta'aq,legta'aq,,,,,,,,,,CDKA (42),
fart,,,,,leq,leq,,,,,,,,,,CDKA (55),
"fart on it, at him",,,,,lerluku,lerluku,,,,,,,,,,CDKA (55),
fart,,,,,lerluni,lerluni,,,,,,,,,,CDKA (55),
bunchberry,,,,,lernaq,lernaq,,,,,,,,,,CDKA (43),
learn it,,,,,liilluku,liilluku,,,,,,,,,,CDKA (72),
learn,,,,,liilluni,liilluni,,,,,,,,,,CDKA (72),
recognize it,,,,,liitaqlluku,liitaqlluku,,,,,,,,,,CDKA (89),
lemon,,,,,limuunaq,limuunaq,,,,,,,,,,CDKA (72),
"respect him, venerate him",,,,,ling'aklluku,ling'aklluku,,,,,,,,,,CDKA (89),
be respectful (all the time),,,,,ling'atarluni,ling'atarluni,,,,,,,,,,CDKA (90),
"be respectful, not feel right",,,,,ling'ayugluni,ling'ayugluni,,,,,,,,,,"CDKA (55, 90)",
ribbon,,,,,lintaq,lintaq,,,,,,,,,,CDKA (90),
extra,,,,,lisnaaq,lisnaaq,,,,,,,,,,CDKA (54),
"be learned, smart (one who has learned much)",,,,,lisngaluni,lisngaluni,,,,,,,,,,CDKA (72),
breadpan,,,,,listaaq,listaaq,,,,,,,,,,CDKA (42),
shallow pan,,,,,listaq,listaq,,,,,,,,,,CDKA (83),
"teach him, study it",,,,,litnaurluku,litnaurluku,,,,,,,,,,CDKA (106),
study,,,,,litnaurluni,litnaurluni,,,,,,,,,,CDKA (103),
teach,,,,,litnauwiluni,litnauwiluni,,,,,,,,,,CDKA (106),
"world, outside, the weather, outdoors",,,,,lla,lla,,,,,,,,,,CDKA (117),
have trouble with the weather,,,,,llaaculnguluni,llaaculnguluni,,,,,,,,,,CDKA (116),
(located) outside,,,,,llaami,llaami,,,,,,,,,,CDKA (83),
west wind,,,,,llaaniq,llaaniq,,,,,,,,,,CDKA (118),
"be careful, handle with care, watch out",,,,,llaasurluni,llaasurluni,,,,,,,,,,CDKA (44),
outside of it,,,,,llaatii,llaatii,,,,,,,,,,CDKA (83),
"use one's common sense, use one's mind",,,,,llan'i aturluku,llan'i aturluku,,,,,,,,,,CDKA (94),
punish him (to make him understand proper behavior),,,,,llangcarluku,llangcarluku,,,,,,,,,,CDKA (87),
be rainy,,,,,llaqcangluni,llaqcangluni,,,,,,,,,,CDKA (88),
"the one outside it, its outside part",,,,,llaqllia,llaqllia,,,,,,,,,,CDKA (83),
windbreak,,,,,llaqlliq,llaqlliq,,,,,,,,,,CDKA (118),
be (farther) outside,,,,,llaqsigluni,llaqsigluni,,,,,,,,,,CDKA (83),
go by outside it,,,,,llatairluku,llatairluku,,,,,,,,,,CDKA (83),
"be mindful, aware, have one's wits about one, know what one is doing",,,,,llatuumaluni,llatuumaluni,,,,,,,,,,CDKA (76),
"be big around, stout",,,,,llegluni,llegluni,,,,,{adj} llegesqaq,,,,,CDKA (39),
"feel it is unclean, be squeamish about it, not want to 'touch it because it is dirty",,,,,lleqlluku,lleqlluku,,,,,,,,,,CDKA (112),
"piece of dirt, trash, junk ",,,,,llernaq,llernaq,,,,,,,,,,CDKA (51),
be unclean,,,,,llernarluni,llernarluni,,,,,,,,,,CDKA (112),
"dirt, trash",,,,,llernat,llernat,,,,,,,,,,CDKA (51),
be careless about what one eats,,,,,llertainani,llertainani,,,,,,,,,,CDKA (44),
be finicky,,,,,llertarluni,llertarluni,,,,,,,,,,CDKA (56),
be squeamish (about something dirty),,,,,lleryugluni,lleryugluni,,,,,,,,,,CDKA (101),
"put some away, etc.",,,,,llii'iluni,llii'iluni,,,,,,,,,,CDKA (88),
signal to him with one's hand,,,,,lliicaa'ulluku,lliicaa'ulluku,,,,,,,,,,CDKA (96),
signal with one's hand,,,,,lliicaarluni,lliicaarluni,,,,,,,,,,CDKA (96),
put some away (With repeated acts),,,,,lliila'iluni,lliila'iluni,,,,,,,,,,CDKA (88),
put them away (With repeated acts),,,,,lliilarluki,lliilarluki,,,,,,,,,,CDKA (88),
dance native style,,,,,lliilerluni,lliilerluni,,,,,,,,,,CDKA (50),
"arrange it, put it in order",,,,,lliiluarluku,lliiluarluku,,,,,,,,,,CDKA (36),
"put, put down, up, away",,,,,lliiluku,lliiluku,,,,,,,,,,CDKA (88),
"ask him to do something, tell him to do something",,,,,lliimerluku,lliimerluku,,,,,,,,,,CDKA (37),
"be left over, remain",,,,,llirluni,llirluni,,,,,,,,,,CDKA (72),
slide (down),,,,,llurluni,llurluni,,,,,,,,,,CDKA (97),
"slide (down, continuously)",,,,,lluuwarluni,lluuwarluni,,,,,,,,,,CDKA (97),
onion,,,,,luk,luk,,,,,{pl} luuget,,,,,CDKA (82),
"make a mess, strew things around",,,,,lukagciluni,lukagciluni,,,,,,,,,,CDKA (77),
mess it (area) up,,,,,lukaglluku,lukaglluku,,,,,,,,,,CDKA (77),
"(place) is a mess, has things strewn allover",,,,,lukagluni,lukagluni,,,,,,,,,,CDKA (77),
rag,,,,,lumaraq,lumaraq,,,,,,,,,,CDKA (88),
be narrow,,,,,lurkinani,lurkinani,,,,,,,,,,CDKA (79),
be wide,,,,,lurtuluni,lurtuluni,,,,,,,,,,CDKA (117),
the whole thing,,,,,luucirmi,luucirmi,,,,,{refl} luucian,,,,,CDKA (117),
way of life,,,,,luumaciq,luumaciq,,,,,,,,,,CDKA (73),
humpy,,,,,luuqaanak,luuqaanak,,,,,,,,,,CDKA (67),
spoon,,,,,luuskaaq,luuskaaq,,,,,,,,,,CDKA (100),
"here (extended), around here",,,,,maa'i,maa'i,,,,,,,,,,CDKA (65),
"(heading) around here, to around here",,,,,maa'ut,maa'ut,,,,,,,,,,CDKA (36),
go by here,,,,,maaguirlluni,maaguirlluni,,,,,,,,,,CDKA (65),
"(by way of) around here, (by way of) here",,,,,maagun,maagun,,,,,,,,,,CDKA (37),
"from around here, from here",,,,,maaken,maaken,,,,,,,,,,CDKA (37),
"really, very much",,,,,maallurpiaq,maallurpiaq,,,,,,,,,,CDKA (89),
"(located) here, (located) around here",,,,,maani,maani,,,,,,,,,,CDKA (65),
ointment,,,,,maasaq,maasaq,,,,,,,,,,CDKA (81),
rub him with liniment,,,,,maasarluku,maasarluku,,,,,,,,,,CDKA (90),
mask,,,,,maaskaaq,maaskaaq,,,,,,,,,,CDKA (76),
about this time of the year,,,,,maatermi,maatermi,,,,,,,,,,CDKA (108),
have a sunburn,,,,,macangaayagluku,macangaayagluku,,,,,,,,,,CDKA (103),
sun is shining,,,,,macangluni,macangluni,,,,,,,,,,CDKA (103),
sunbathe,,,,,macangut'slluni,macangut'slluni,,,,,,,,,,CDKA (103),
sun,,,,,macaq,macaq,,,,,,,,,,CDKA (103),
sun is shining,,,,,macarluni,macarluni,,,,,,,,,,CDKA (95),
wolverine,,,,,macarualek,macarualek,,,,,,,,,,CDKA (118),
wave at him,,,,,magaa'irluku,magaa'irluku,,,,,,,,,,CDKA (116),
wave (one's hands),,,,,magaa'irluni,magaa'irluni,,,,,,,,,,CDKA (116),
wave it,,,,,magaa'iruteklluku,magaa'iruteklluku,,,,,,,,,,CDKA (115),
monkey,,,,,makaakaq,makaakaq,,,,,,,,,,CDKA (77),
play checkers,,,,,makarluni,makarluni,,,,,,,,,,CDKA (86),
get up,,,,,maklluni,maklluni,,,,,,,,,,"CDKA (60, 112)",
magnet,,,,,makniitaq,makniitaq,,,,,,,,,,CDKA (75),
"stay awake, stay up",,,,,maktaluni,maktaluni,,,,,,,,,,CDKA (101),
this kind,,,,,makuciq,makuciq,,,,,,,,,,CDKA (107),
"these, these here, these around here",,,,,makut,makut,,,,,,,,,,CDKA (107),
home brew,,,,,makuulaq,makuulaq,,,,,,,,,,CDKA (66),
two,,,,,mal'uk,mal'uk,,,,,,,,,,CDKA (111),
deuce (card),,,,,mal'uq,mal'uq,,,,,,,,,,CDKA (50),
"come along with him, follow it, go along with him, go with him",,,,,maliglluku,maliglluku,,,,,,,,,,CDKA (47),
go along,,,,,maliglluni,maliglluni,,,,,,,,,,CDKA (60),
chase him around,,,,,maliqatuurluku,maliqatuurluku,,,,,,,,,,CDKA (45),
chase him,,,,,malirqarluku,malirqarluku,,,,,,,,,,CDKA (45),
make sign of cross,,,,,malisaarluni,malisaarluni,,,,,,,,,,CDKA (48),
prayer,,,,,malitguaq,malitguaq,,,,,,,,,,CDKA (87),
"put it away, put, move it against something",,,,,malleglluku,malleglluku,,,,,,,,,,CDKA (88),
seven,,,,,mallruungin,mallruungin,,,,,,,,,,CDKA (94),
seven (card),,,,,mallruungiq,mallruungiq,,,,,,,,,,CDKA (94),
scavenge it,,,,,malluklluku,malluklluku,,,,,,,,,,CDKA (93),
find something good to use for later,,,,,mallungluni,mallungluni,,,,,,,,,,CDKA (56),
second of two,,,,,malruak,malruak,,,,,,,,,,CDKA (112),
second of three or more,,,,,malruat,malruat,,,,,,,,,,CDKA (112),
feel cold (Kar.),,,,,maluqnarluni,maluqnarluni,,,,,,,,,,CDKA (55),
feel weak (OR),,,,,maluqnarluni,maluqnarluni,,,,,,,,,,CDKA (56),
dock a boat,,,,,mamilegluni,mamilegluni,,,,,,,,,,CDKA (51),
wound heals,,,,,mamluni,mamluni,,,,,,,,,,CDKA (64),
"this (extended), this one around here, this one here",,,,,man'a,man'a,,,,,,,,,,CDKA (107),
monk,,,,,managaaq,managaaq,,,,,,,,,,CDKA (77),
porpoise,,,,,mangaq,mangaq,,,,,,,,,,CDKA (86),
"chew on it (bone, gristle)",,,,,mangirluku,mangirluku,,,,,,,,,,CDKA (46),
"chew on (bone, gristle)",,,,,mangirluni,mangirluni,,,,,,,,,,CDKA (46),
lay an egg,,,,,manigluni,manigluni,,,,,,,,,,CDKA (72),
bird egg,,,,,manik,manik,,,,,,,,,,CDKA (53),
"bring it out (especially, so that everyone can see it), bring it out and show it",,,,,maniluku,maniluku,,,,,,,,,,CDKA (82),
keep on bringing it out,,,,,maniurluku,maniurluku,,,,,,,,,,CDKA (82),
bring it out and show it to him,,,,,maniwiklluku,maniwiklluku,,,,,,,,,,CDKA (42),
get hot,,,,,maqa'iluni,maqa'iluni,,,,,,,,,,CDKA (66),
hot spring,,,,,maqallaq,maqallaq,,,,,,,,,,CDKA (100),
heat it up,,,,,maqangcarluku,maqangcarluku,,,,,,,,,,CDKA (64),
