english,part_of_speech,alutiiq_north,north_audio,north_sentence,alutiiq_south,south_audio,south_sentence,image_name,root_word,category,edited_by,notes,completed,approved
"bring some (to another place toward south), take some over (toward the south side)",,,,,alraulluni,alraulluni,,,,,,,,,,CDKA (105),
rudder,,,,,alulaq,alulaq,,,,,,,,,,CDKA (91),
lick it (once),,,,,alungluku,alungluku,,,,,,,,,,CDKA (73),
lick (once),,,,,alungluni,alungluni,,,,,,,,,,CDKA (73),
lick it (repeatedly),,,,,alungturluku,alungturluku,,,,,,,,,,CDKA (73),
lick (repeatedly),,,,,alungturluni,alungturluni,,,,,,,,,,CDKA (73),
bluebill,,,,,alungutgwalek,alungutgwalek,,,,,,,,,,CDKA (41),
tears,,,,,aluwik,aluwik,,,,,,,,,,CDKA (106),
give baby a bottle,,,,,am'aliluku,am'aliluku,,,,,,,,,,CDKA (41),
"carry it in one's arms, pack it on one's shoulders",,,,,amarluku,amarluku,,,,,,,,,,CDKA (44),
"pink salmon, red salmon that has come upstream and turned red",,,,,amartuq,amartuq,,,,,,,,,,CDKA (85),
pack some on shoulders (continuously),,,,,amarturluni,amarturluni,,,,,,,,,,CDKA (83),
highbush cranberry,,,,,amaryaq,amaryaq,,,,,,,,,,CDKA (48),
door,,,,,amiik,amiik,,,,,,,,,,CDKA (51),
skin it,,,,,amiirluku,amiirluku,,,,,,,,,,CDKA (96),
"be concerned, anxious, be excited, worried",,,,,amikaulluni,amikaulluni,,,,,,,,,,CDKA (47),
"(pole, etc.) is skinny, small/thin in diameter",,,,,aminani,aminani,,,,,,,,,,CDKA (96),
"fur, skin, hide",,,,,amiq,amiq,,,,,,,,,,CDKA (59),
weasel,,,,,amitatuk,amitatuk,,,,,,,,,,CDKA (115),
"more than that, most of it",,,,,amlenra,amlenra,,,,,,,,,,CDKA (78),
they are many,,,,,amlerluteng,amlerluteng,,,,,,,,,,CDKA (75),
many,,,,,amlesqat,amlesqat,,,,,,,,,,CDKA (76),
"step along, take steps",,,,,amllialuni,amllialuni,,,,,,,,,,CDKA (102),
take a step,,,,,amllirluni,amllirluni,,,,,,,,,,CDKA (102),
open it (something sealed),,,,,amparlluku,amparlluku,,,,,,,,,,CDKA (82),
open up,,,,,amparlluni,amparlluni,,,,,,,,,,CDKA (82),
buttonfish,,,,,amruq,amruq,,,,,,,,,,CDKA (43),
pull them out (repeatedly),,,,,amularluki,amularluki,,,,,,,,,,CDKA (87),
pull some out,,,,,amulluni,amulluni,,,,,,,,,,CDKA (87),
pull it out,,,,,amuluku,amuluku,,,,,,,,,,CDKA (87),
cod,,,,,amutaq,amutaq,,,,,,,,,,CDKA (46),
keep pulling it out,,,,,amuurluku,amuurluku,,,,,,,,,,CDKA (87),
"have him get away from one, lose it (by having it escape from one), miss it, let it get away from one",,,,,ana'iluku,ana'iluku,,,,,,,,,,CDKA (37),
"get out of hand, be too much, get worse, go from bad to worse",,,,,ana'ulluni,ana'ulluni,,,,,,,,,,CDKA (60),
(mother's sister),,,,,anaanaa,anaanaa,,,,,,,,,,CDKA (37),
laxative,,,,,anacestaaq,anacestaaq,,,,,,,,,,CDKA (72),
gun sights,,,,,anacruk,anacruk,,,,,,,,,,CDKA (95),
"get free, escape",,,,,anagluni,anagluni,,,,,,,,,,CDKA (58),
"excrement, poop",,,,,anaq,anaq,,,,,,,,,,CDKA (54),
go to the bathroom (defecate),,,,,anaqsaturluni,anaqsaturluni,,,,,,,,,,CDKA (61),
"have to defecate, need to poop",,,,,anaqsugluni,anaqsugluni,,,,,,,,,,CDKA (50),
"defecate, poop",,,,,anarluni,anarluni,,,,,,,,,,CDKA (50),
diarrhea,,,,,anaruaq,anaruaq,,,,,,,,,,CDKA (51),
have diarrhea,,,,,anaruarluni,anaruarluni,,,,,,,,,,CDKA (51),
"spirit, breath",,,,,anerneq,anerneq,,,,,,,,,,CDKA (99),
fontanel,,,,,anerteqgwik,anerteqgwik,,,,,,,,,,CDKA (58),
breathe,,,,,anerteqlluni,anerteqlluni,,,,,,,,,,CDKA (42),
"sigh, exhale, breathe in, sigh, gasp",,,,,aneryarluni,aneryarluni,,,,,,,,,,CDKA (95),
travel,,,,,ang'asiigluni,ang'asiigluni,,,,,,,,,,CDKA (110),
keep it with one,,,,,ang'atalluku,ang'atalluku,,,,,,,,,,CDKA (71),
something kept with one,,,,,ang'ataq,ang'ataq,,,,,,,,,,CDKA (71),
partner,,,,,angayuk,angayuk,,,,,,,,,,CDKA (83),
boss him around,,,,,angayuqarua'ulluku,angayuqarua'ulluku,,,,,,,,,,CDKA (41),
tree pitch,,,,,angeq,angeq,,,,,,,,,,CDKA (85),
tar roof,,,,,angeqcuk,angeqcuk,,,,,,,,,,CDKA (90),
bounce (back),,,,,angiarlluni,angiarlluni,,,,,,,,,,CDKA (42),
"come back, go back, return",,,,,angilluni,angilluni,,,,,,,,,,CDKA (47),
left hand,,,,,angiqiq,angiqiq,,,,,,,,,,CDKA (72),
walk back and forth,,,,,angitaaruarluni,angitaaruarluni,,,,,,,,,,CDKA (114),
take it back (home),,,,,angiyulluku,angiyulluku,,,,,,,,,,CDKA (104),
"take some back (home), bring some back",,,,,angiyulluni,angiyulluni,,,,,,,,,,CDKA (104),
be greedy,,,,,anglanarluni,anglanarluni,,,,,,,,,,CDKA (62),
lots,,,,,angli,angli,,,,,,,,,,CDKA (75),
"grow up, get big",,,,,angliluni,angliluni,,,,,,,,,,CDKA (63),
dive,,,,,angllurluni,angllurluni,,,,,,,,,,CDKA (51),
be big,,,,,angluni,angluni,,,,,{adj} angesqaq,,,,,CDKA (40),
"hurt, painful, be in pain",,,,,angq'rlluni,angq'rlluni,,,,,{pres} angq'rtuq,,,,,CDKA (67),
"hurt, cause pain, be hurtful, be painful",,,,,angqerhnarluni,angqerhnarluni,,,,,,,,,,CDKA (67),
"be in pain, hurt, (body part) is sore",,,,,angqerlluku,angqerlluku,,,,,,,,,,CDKA (84),
"get hurt, be in pain (body part hurts)",,,,,angqerlluni,angqerlluni,,,,,,,,,,CDKA (67),
get hurt (suddenly),,,,,angqiarlluni,angqiarlluni,,,,,,,,,,CDKA (67),
trip and fall,,,,,angqulluni,angqulluni,,,,,,,,,,CDKA (109),
gum (chewing gum),,,,,angruaq,angruaq,,,,,,,,,,CDKA (63),
row,,,,,anguarluni,anguarluni,,,,,,,,,,CDKA (90),
"catch it, catch up with it",,,,,anguluku,anguluku,,,,,,,,,,CDKA (44),
old man,,,,,angun,angun,,,,,,,,,,CDKA (76),
old man,,,,,anguteq,anguteq,,,,,,,,,,CDKA (81),
male (animal),,,,,anguteqiitak,anguteqiitak,,,,,,,,,,CDKA (76),
(male) is old,,,,,angutnguluni,angutnguluni,,,,,,,,,,CDKA (81),
"(they) have a war, (they) fight",,,,,anguyagluteng,anguyagluteng,,,,,,,,,,CDKA (114),
open skin boat-like canoe,,,,,angyaq,angyaq,,,,,,,,,,CDKA (52),
"boil, sore",,,,,aningua'aq,aningua'aq,,,,,,,,,,CDKA (41),
"good thing, lucky thing that something happened",,,,,anirta,anirta,,,,,,,,,,CDKA (62),
rescue him,,,,,anirturluku,anirturluku,,,,,,,,,,CDKA (89),
snow on ground,,,,,aniuq,aniuq,,,,,,,,,,CDKA (97),
fish with spear through ice,,,,,anlluarluni,anlluarluni,,,,,,,,,,CDKA (57),
take it out (of something having an opening or door),,,,,anlluku,anlluku,,,,,,,,,,CDKA (83),
"carry, take, bring it out",,,,,anlluni,anlluni,,,,,,,,,,CDKA (83),
"leave, go out, come out, exit",,,,,anluni,anluni,,,,,,,,,,CDKA (72),
channel,,,,,anqerca'aq,anqerca'aq,,,,,,,,,,CDKA (44),
wind blows out of bay,,,,,anqerlluni,anqerlluni,,,,,,,,,,CDKA (117),
(the hour) is (too) late,,,,,anqia'ulluni,anqia'ulluni,,,,,,,,,,CDKA (71),
"punish him, restrict him",,,,,anucicarluku,anucicarluku,,,,,,,,,,CDKA (87),
"have not learned one's lesson, do the same thing again",,,,,anuciinani,anuciinani,,,,,,,,,,CDKA (72),
"bring it out, carry it out",,,,,anulluku,anulluku,,,,,,,,,,CDKA (43),
"bring some out, carry some out",,,,,anulluni,anulluni,,,,,,,,,,CDKA (43),
weapon for hitting,,,,,anuu'utaq,anuu'utaq,,,,,,,,,,CDKA (117),
hit with a weapon,,,,,anuurluku,anuurluku,,,,,,,,,,CDKA (117),
take some out,,,,,anyulluni,anyulluni,,,,,,,,,,CDKA (82),
grandfather,,,,,apaa,apaa,,,,,,,,,,CDKA (62),
my grandfather,,,,,apaaqa,apaaqa,,,,,,,,,,CDKA (62),
"say it, pronounce it",,,,,aperluku,aperluku,,,,,,,,,,CDKA (92),
"say (a word or utterance) out loud, pronounce",,,,,aperluni,aperluni,,,,,,,,,,CDKA (92),
complain,,,,,aperwiklluni,aperwiklluni,,,,,,,,,,CDKA (47),
keep complaining,,,,,aperwikurluni,aperwikurluni,,,,,,,,,,CDKA (47),
alphabet,,,,,apitniiq,apitniiq,,,,,,,,,,CDKA (36),
orange,,,,,aplisiinaq,aplisiinaq,,,,,,,,,,CDKA (82),
ask him,,,,,aplluku,aplluku,,,,,,,,,,CDKA (36),
keep asking him,,,,,apqaurluku,apqaurluku,,,,,,,,,,CDKA (36),
confess (to a priest),,,,,apqaurluni,apqaurluni,,,,,,,,,,CDKA (48),
"trail, path, road",,,,,aprun,aprun,,,,,,,,,,CDKA (110),
jump in water repeatedly or continuously,,,,,aq'ala'aluni,aq'ala'aluni,,,,,,,,,,CDKA (70),
"fall overboard, jump in water (as a fish)",,,,,aq'alarluni,aq'alarluni,,,,,,,,,,CDKA (54),
"go to get it, get it",,,,,aqgwalluku,aqgwalluku,,,,,,,,,,CDKA (60),
"go to get some, get some",,,,,aqgwalluni,aqgwalluni,,,,,,,,,,CDKA (60),
keep on chewing it,,,,,aqililiurluku,aqililiurluku,,,,,,,,,,CDKA (45),
chew it up,,,,,aqililuku,aqililuku,,,,,,,,,,CDKA (45),
chew,,,,,aqililuni,aqililuni,,,,,,,,,,CDKA (45),
keep on chewing,,,,,aqiliurluni,aqiliurluni,,,,,,,,,,CDKA (45),
"have had enough, be full(of food)",,,,,aqiturlluni,aqiturlluni,,,,,,,,,,CDKA (64),
wind stops blowing,,,,,aqllaiyulluni,aqllaiyulluni,,,,,,,,,,CDKA (117),
wind blows,,,,,aqllangluni,aqllangluni,,,,,,,,,,CDKA (117),
wind,,,,,aqllaq,aqllaq,,,,,,,,,,CDKA (117),
wind starts blowing,,,,,aqllaurlluku,aqllaurlluku,,,,,,,,,,CDKA (41),
tennis shoe,,,,,aqriit'staaq,aqriit'staaq,,,,,,,,,,CDKA (95),
belly,,,,,aqsaq,aqsaq,,,,,,,,,,CDKA (39),
have a stomach-ache,,,,,aqsiqlluni,aqsiqlluni,,,,,,,,,,CDKA (101),
fly (front opening of pants),,,,,aqullcuqaq,aqullcuqaq,,,,,,,,,,CDKA (57),
chair,,,,,aqumlleq,aqumlleq,,,,,,,,,,CDKA (45),
sit down,,,,,aqumluni,aqumluni,,,,,,,,,,CDKA (96),
couch,,,,,aqumwik,aqumwik,,,,,,,,,,CDKA (47),
chamomile,,,,,aram'aaskaaq,aram'aaskaaq,,,,,,,,,,CDKA (45),
rubber boots,,,,,arapak,arapak,,,,,,,,,,CDKA (91),
boot (especially a hip boot),,,,,aRapaq,aRapaq,,,,,,,,,,CDKA (41),
bishop,,,,,aRggiRiyaq,aRggiRiyaq,,,,,,,,,,CDKA (40),
tomcod eggs,,,,,arhmasut,arhmasut,,,,,,,,,,CDKA (53),
sea otter,,,,,arhnaq,arhnaq,,,,,,,,,,CDKA (82),
look through it,,,,,ariglluku,ariglluku,,,,,,,,,,CDKA (74),
"dig around (in something), get into someone's things, rummage around, look around (through things, to see what is there)",,,,,ariglluni,ariglluni,,,,,,,,,,CDKA (51),
do,,,,,arigniarluni,arigniarluni,,,,,,,,,,CDKA (51),
linseed oil,,,,,aRiguaq,aRiguaq,,,,,,,,,,CDKA (81),
steam,,,,,arillaq,arillaq,,,,,,,,,,CDKA (101),
steam,,,,,arillirluni,arillirluni,,,,,,,,,,CDKA (101),
glove,,,,,arin,arin,,,,,,,,,,CDKA (61),
stink heads,,,,,arinanguaq,arinanguaq,,,,,,,,,,CDKA (65),
stink,,,,,arinarlluku,arinarlluku,,,,,,,,,,CDKA (101),
killer whale,,,,,arlluk,arlluk,,,,,,,,,,CDKA (70),
"female (human), woman, lady",,,,,arnaq,arnaq,,,,,,,,,,CDKA (56),
female (animal),,,,,arnaqiitak,arnaqiitak,,,,,,,,,,CDKA (56),
be heavy,,,,,artunarluni,artunarluni,,,,,,,,,,CDKA (64),
"wild man, Bigfoot",,,,,arula'aq,arula'aq,,,,,,,,,,CDKA (117),
Christmas,,,,,ARusistuaq,ARusistuaq,,,,,,,,,,CDKA (46),
Cordova,,,,,Arwartuliq,Arwartuliq,,,,,,,,,,CDKA (48),
six (card),,,,,arwinlek,arwinlek,,,,,,,,,,CDKA (96),
cross it,,,,,arwirluku,arwirluku,,,,,,,,,,CDKA (49),
"come across, go across (to the other side), cross something",,,,,arwirluni,arwirluni,,,,,,,,,,CDKA (47),
"bring it, carry it, take it across",,,,,arwiulluku,arwiulluku,,,,,,,,,,CDKA (42),
"bring, carry, take some across (to the other side)",,,,,arwiulluni,arwiulluni,,,,,,,,,,CDKA (42),
"young woman, girl",,,,,arya'aq,arya'aq,,,,,{pl} aryagaat,,,,,CDKA (118),
(fish) swims against current,,,,,asgurluni,asgurluni,,,,,,,,,,CDKA (104),
go into wind,,,,,asguurluni,asguurluni,,,,,,,,,,CDKA (117),
get better,,,,,asi'iluni,asi'iluni,,,,,,,,,,CDKA (39),
"not feel it is good, not like it",,,,,asiillkelluku,asiillkelluku,,,,,,,,,,CDKA (56),
"evil, sin",,,,,asiilnguq,asiilnguq,,,,,,,,,,CDKA (54),
"be bad, be evil",,,,,asiinani,asiinani,,,,,{pres} asiituq,,,,,CDKA (38),
"wreck it, ruin it",,,,,asiiyarlluku,asiiyarlluku,,,,,,,,,,CDKA (119),
"get ruined, get wrecked",,,,,asiiyarlluni,asiiyarlluni,,,,,,,,,,CDKA (91),
"get spoiled, get bad or worse",,,,,asiiyulluni,asiiyulluni,,,,,,,,,,CDKA (100),
"like it, feel it is good",,,,,asiklluku,asiklluku,,,,,,,,,,CDKA (73),
"weather is good, nice",,,,,asimaluni,asimaluni,,,,,,,,,,CDKA (62),
the best,,,,,asinerpaaq,asinerpaaq,,,,,,,,,,CDKA (39),
better one,,,,,asinra,asinra,,,,,,,,,,CDKA (39),
fix it,,,,,asircarluku,asircarluku,,,,,,,,,,CDKA (57),
it is getting better,,,,,asiriuq,asiriuq,,,,,,,,,,CDKA (39),
"good, fine, nice",,,,,asirluni,asirluni,,,,,"{pres} asirtuq, {adj} asisqaq",,,,,"CDKA (56, 62)",
pot,,,,,asuq,asuq,,,,,,,,,,CDKA (86),
argue with him,,,,,asuuryuulluku,asuuryuulluku,,,,,,,,,,CDKA (36),
(they) argue,,,,,asuuryuullutek,asuuryuullutek,,,,,,,,,,CDKA (36),
float plane,,,,,at'alaq,at'alaq,,,,,,,,,,CDKA (57),
later,,,,,atakuu,atakuu,,,,,,,,,,CDKA (71),
wait a minute!,,,,,atakuu!,atakuu!,,,,,,,,,,CDKA (114),
name,,,,,ateq,ateq,,,,,,,,,,CDKA (79),
"drift, be carried by water",,,,,aterlluku,aterlluku,,,,,,,,,,CDKA (52),
"go out to sea, come out (from shore toward open water, or out to a boat)",,,,,aterluni,aterluni,,,,,,,,,,CDKA (61),
white spider,,,,,atmaayak,atmaayak,,,,,,,,,,CDKA (99),
carry or carry it on one's back,,,,,atmagluku,atmagluku,,,,,,,,,,CDKA (44),
pack some on one's back,,,,,atmagluni,atmagluni,,,,,,,,,,CDKA (83),
pack some (continuously),,,,,atmagturluni,atmagturluni,,,,,,,,,,CDKA (83),
push it down to the beach,,,,,atrarlluku,atrarlluku,,,,,,,,,,CDKA (52),
take it down to the beach (e.g. a boat),,,,,atrarlluni,atrarlluni,,,,,,,,,,CDKA (105),
"go to the beach to get seafood, go to get sea food at low tide, go down to the beach",,,,,atrarluni,atrarluni,,,,,,,,,,CDKA (61),
"bring it out to sea, take it out to sea",,,,,atrulluku,atrulluku,,,,,,,,,,CDKA (42),
take some out to sea,,,,,atrulluni,atrulluni,,,,,,,,,,CDKA (105),
on both sides,,,,,atunem,atunem,,,,,,,,,,CDKA (41),
"use it, sing it, do it one's own way, wear it",,,,,aturluku,aturluku,,,,,,,,,,CDKA (113),
"sing, wear",,,,,aturluni,aturluni,,,,,,,,,,CDKA (95),
"feel uncomfortable, uneasy",,,,,aturniilliqlluni,aturniilliqlluni,,,,,,,,,,CDKA (112),
"(object) feels good, is comfortable",,,,,aturnirluni,aturnirluni,,,,,,,,,,CDKA (55),
be usable,,,,,atuuluni,atuuluni,,,,,,,,,,CDKA (113),
"separate it, split it up",,,,,auglluku,auglluku,,,,,,,,,,CDKA (94),
hemorrhage,,,,,augqelluni,augqelluni,,,,,,,,,,CDKA (65),
communion,,,,,augtuq,augtuq,,,,,,,,,,CDKA (47),
have communion,,,,,augturluni,augturluni,,,,,,,,,,CDKA (47),
"(they) separate, (they) split up",,,,,augyullutek,augyullutek,,,,,,,,,,CDKA (94),
blood,,,,,auk,auk,,,,,,,,,,CDKA (41),
"earth is quaking, (earth or house) shakes, earthquaking",,,,,aulaluni,aulaluni,,,,,,,,,,CDKA (88),
"start, begin",,,,,aularnirluni,aularnirluni,,,,,,,,,,CDKA (101),
"watch over him, take care of him, guard it",,,,,auluklluku,auluklluku,,,,,,,,,,CDKA (115),
ember,,,,,auma'aq,auma'aq,,,,,,,,,,CDKA (53),
spread one's legs,,,,,aurlerlluni,aurlerlluni,,,,,,,,,,CDKA (100),
move!,,,,,aw'a!,aw'a!,,,,,,,,,,CDKA (78),
move it aside,,,,,aw'arlluku,aw'arlluku,,,,,,,,,,CDKA (37),
"get away, move aside, out of the way",,,,,aw'arluni,aw'arluni,,,,,,,,,,CDKA (60),
"now, already",,,,,awa'i,awa'i,,,,,,,,,,CDKA (81),
get numb,,,,,awaluni,awaluni,,,,,,,,,,CDKA (81),
not want to have him around,,,,,awaqlluku,awaqlluku,,,,,,,,,,CDKA (114),
son,,,,,awaqutaq,awaqutaq,,,,,,,,,,CDKA (98),
want to be alone (all the time),,,,,awartarluni,awartarluni,,,,,,,,,,CDKA (115),
"not want to have people around, want to be alone",,,,,awaryugluni,awaryugluni,,,,,,,,,,CDKA (115),
around it,,,,,awatii,awatii,,,,,,,,,,CDKA (36),
knot in tree,,,,,awayaq,awayaq,,,,,,,,,,CDKA (71),
wince (repeatedly),,,,,awic'a'aluni,awic'a'aluni,,,,,,,,,,CDKA (117),
flinch (repeatedly),,,,,awic'araluni,awic'araluni,,,,,,,,,,CDKA (57),
"flinch (once), wince (once)",,,,,awic'arluni,awic'arluni,,,,,,,,,,CDKA (57),
go around it,,,,,awilluku,awilluku,,,,,,,,,,CDKA (61),
go around an obstacle,,,,,awilluni,awilluni,,,,,,,,,,CDKA (61),
"be in the way, get in the way",,,,,awiraulluni,awiraulluni,,,,,,,,,,CDKA (115),
"be in his way, get in his way",,,,,awiyarluku,awiyarluku,,,,,,,,,,CDKA (116),
"want to get it, wish one had it or one like it",,,,,aya'iklluku,aya'iklluku,,,,,,,,,,CDKA (114),
would like to have it,,,,,aya'iluku,aya'iluku,,,,,,,,,,CDKA (64),
want to get (some),,,,,aya'ilun!,aya'ilun!,,,,,,,,,,CDKA (114),
"would like to have some, wish one had some",,,,,aya'iluni,aya'iluni,,,,,,,,,,CDKA (64),
"walking stick, cane",,,,,aya'uq,aya'uq,,,,,,,,,,CDKA (101),
walking stick,,,,,aya'utaq,aya'utaq,,,,,,,,,,CDKA (114),
pole it (a boat),,,,,ayagluku,ayagluku,,,,,,,,,,CDKA (87),
pole a boat,,,,,ayagluni,ayagluni,,,,,,,,,,CDKA (87),
teen-ager,,,,,ayaneraq,ayaneraq,,,,,,,,,,CDKA (106),
he is going by boat,,,,,ayugiuq,ayugiuq,,,,,,,,,,CDKA (61),
"look like it, be like it, resemble it",,,,,ayuqlluku,ayuqlluku,,,,,,,,,,CDKA (73),
bring it by boat,,,,,aywilluku,aywilluku,,,,,,,,,,CDKA (42),
bring some by boat,,,,,aywilluni,aywilluni,,,,,,,,,,CDKA (42),
"go, come by boat",,,,,aywiluni,aywiluni,,,,,,,,,,CDKA (41),
tea,,,,,caayuq,caayuq,,,,,,,,,,CDKA (106),
be flavorless,,,,,cacugniinani,cacugniinani,,,,,,,,,,CDKA (57),
be flavorful,,,,,cacugnirluni,cacugnirluni,,,,,,,,,,CDKA (57),
tundra,,,,,cailnguq,cailnguq,,,,,,,,,,CDKA (110),
"there are no alders, it is tundra",,,,,cainani,cainani,,,,,,,,,,CDKA (35),
tea pot,,,,,cainiiguaq,cainiiguaq,,,,,,,,,,CDKA (86),
tea kettle,,,,,cainiik,cainiik,,,,,,,,,,CDKA (106),
"leave it alone, not touch it",,,,,cakegkunaku,cakegkunaku,,,,,,,,,,CDKA (72),
of that one out there,,,,,cakem'um,cakem'um,,,,,,,,,,CDKA (83),
those out there,,,,,cakemkut,cakemkut,,,,,,,,,,CDKA (83),
that one out there,,,,,cakemna,cakemna,,,,,,,,,,CDKA (83),
don't touch itl,,,,,caken'illgul,caken'illgul,,,,,,,,,,CDKA (110),
"chest of animal, brisket",,,,,cakia'at,cakia'at,,,,,,,,,,CDKA (45),
trim something,,,,,cakiciluni,cakiciluni,,,,,,,,,,CDKA (109),
"carve it with an axe, trim it",,,,,cakilluku,cakilluku,,,,,,,,,,CDKA (45),
carve wood with an axe,,,,,cakilluni,cakilluni,,,,,,,,,,CDKA (45),
"have something to do with him, bother him, do with it",,,,,caklluku,caklluku,,,,,,,,,,CDKA (51),
out there (along the sea),,,,,cakma,cakma,,,,,,,,,,CDKA (82),
(by way of) out there,,,,,cakmaagun,cakmaagun,,,,,,,,,,CDKA (83),
from out there,,,,,cakmaken,cakmaken,,,,,,,,,,CDKA (83),
(located) out there,,,,,cakmani,cakmani,,,,,,,,,,CDKA (83),
(heading) out there,,,,,cakmaut,cakmaut,,,,,,,,,,CDKA (83),
any kind,,,,,cakucinginaq,cakucinginaq,,,,,,,,,,CDKA (36),
"again; more; and, some, more, still, yet, too, also",,,,,cali,cali,,,,,,,,,,CDKA (35),
something done,,,,,caliaq,caliaq,,,,,,,,,,CDKA (51),
something to be done,,,,,caliarkaq,caliarkaq,,,,,,,,,,CDKA (51),
"do something for him, also do what for him",,,,,calilluku,calilluku,,,,,,,,,,CDKA (51),
"do what, do something",,,,,caliluni,caliluni,,,,,{usu q} caliya,,,,,CDKA (116),
have some more,,,,,calirluni,calirluni,,,,,,,,,,CDKA (78),
"be idle, sit around doing nothing",,,,,callaluni,callaluni,,,,,,,,,,CDKA (68),
make a mess (by leaving things around after doing a project),,,,,calliluni,calliluni,,,,,,,,,,CDKA (77),
patch some,,,,,callma'iluni,callma'iluni,,,,,,,,,,CDKA (84),
patch it,,,,,callmagluku,callmagluku,,,,,,,,,,CDKA (84),
patch,,,,,callmak,callmak,,,,,,,,,,CDKA (84),
when (in general),,,,,cami,cami,,,,,,,,,,CDKA (117),
(it) doesn't matter,,,,,canailluni,canailluni,,,,,,,,,,CDKA (76),
"make it, build it",,,,,canaluku,canaluku,,,,,,,,,,CDKA (75),
shavings,,,,,cananguat,cananguat,,,,,,,,,,CDKA (95),
"(it) matters to one, care about it, mind it",,,,,canaqlluku,canaqlluku,,,,,,,,,,CDKA (76),
(it) matters,,,,,canarluni,canarluni,,,,,,,,,,CDKA (76),
"mind, be bothered, care about something",,,,,canaryugluni,canaryugluni,,,,,,,,,,CDKA (77),
crater,,,,,canganaq,canganaq,,,,,,,,,,CDKA (48),
a little (bit),,,,,cangcugmek,cangcugmek,,,,,,,,,,CDKA (74),
"scratch his head softly, fondle his hair",,,,,cangigluku,cangigluku,,,,,,,,,,CDKA (93),
keep on scratching his head,,,,,cangigturluku,cangigturluku,,,,,,,,,,CDKA (93),
"bend it out of shape, get it out of shape",,,,,cangurlluku,cangurlluku,,,,,,,,,,CDKA (40),
make faces,,,,,cangurtaa'iluni,cangurtaa'iluni,,,,,,,,,,CDKA (54),
"by it, near it, next to it",,,,,cania,cania,,,,,,,,,,CDKA (43),
near him,,,,,caniani,caniani,,,,,,,,,,CDKA (79),
next to you,,,,,canigpeni,canigpeni,,,,,,,,,,CDKA (80),
go by next to it,,,,,caniirluku,caniirluku,,,,,,,,,,CDKA (80),
side of body,,,,,caniqaq,caniqaq,,,,,,,,,,CDKA (96),
the one next to it,,,,,caniqllia,caniqllia,,,,,,,,,,CDKA (80),
turn it on its side,,,,,canirlluku,canirlluku,,,,,,,,,,CDKA (111),
"turn sideways, turn on one's side",,,,,canirlluni,canirlluni,,,,,,,,,,CDKA (96),
on one's side,,,,,canirmi,canirmi,,,,,{refl} canian,,,,,CDKA (96),
anything,,,,,caqinginaq,caqinginaq,,,,,,,,,,CDKA (36),
"thing, what?",,,,,caqiq,caqiq,,,,,,,,,,CDKA (107),
oar,,,,,caqiyun,caqiyun,,,,,,,,,,CDKA (81),
"tear it, rip it",,,,,caqlluku,caqlluku,,,,,,,,,,CDKA (106),
(it) tears,,,,,caqlluni,caqlluni,,,,,,,,,,CDKA (106),
"a tear, rip",,,,,caqneq,caqneq,,,,,,,,,,CDKA (106),
he ripped it,,,,,caqtaa,caqtaa,,,,,,,,,,CDKA (90),
rip it (with repeated acts),,,,,caqtarluku,caqtarluku,,,,,,,,,,CDKA (90),
it tore,,,,,caqtuq,caqtuq,,,,,,,,,,CDKA (106),
skid from side to side,,,,,carialuni,carialuni,,,,,,,,,,CDKA (96),
skid sideways,,,,,carilluni,carilluni,,,,,,,,,,CDKA (96),
young of animal,,,,,carliaq,carliaq,,,,,,,,,,CDKA (119),
take care of him,,,,,carliarluku,carliarluku,,,,,,,,,,CDKA (43),
hinge,,,,,caRniik,caRniik,,,,,,,,,,CDKA (66),
current,,,,,carwaq,carwaq,,,,,,,,,,CDKA (48),
spend an hour,,,,,casaarlluni,casaarlluni,,,,,,,,,,CDKA (66),
cup,,,,,caskaq,caskaq,,,,,,,,,,CDKA (48),
how?,,,,,castun?,castun?,,,,,,,,,,CDKA (66),
leave him alone,,,,,casuutekegkunaku,casuutekegkunaku,,,,,,,,,,CDKA (72),
"face it, turn to face it",,,,,cauluku,cauluku,,,,,,,,,,CDKA (54),
playa musical instrument,,,,,cauyarluni,cauyarluni,,,,,,,,,,CDKA (85),
"music, recorded music (tape, record, radio)",,,,,cauyat,cauyat,,,,,,,,,,CDKA (89),
musical instrument,,,,,cauyaun,cauyaun,,,,,,,,,,CDKA (79),
"iron (metal), metal, steel",,,,,cawik,cawik,,,,,,,,,,CDKA (69),
pull (on) it,,,,,cayugluku,cayugluku,,,,,,,,,,CDKA (87),
get black and blue,,,,,cenegluni,cenegluni,,,,,,,,,,CDKA (40),
black eye,,,,,cenegneq,cenegneq,,,,,,,,,,CDKA (40),
give him a black eye,,,,,cenegnirluku,cenegnirluku,,,,,,,,,,CDKA (40),
"its edge, bank, its shore, its side (as the side of a building)",,,,,cenii,cenii,,,,,,,,,,CDKA (52),
go along beach by boat,,,,,ceniluni,ceniluni,,,,,,,,,,CDKA (61),
right to the side of it,,,,,cenkaraa,cenkaraa,,,,,,,,,,CDKA (95),
make a sloshing noise,,,,,cerhmaglluni,cerhmaglluni,,,,,,,,,,CDKA (80),
sloshing noise,,,,,cerhmak,cerhmak,,,,,,,,,,CDKA (80),
make a continuous sloshing noise,,,,,cerhmalla'aluni,cerhmalla'aluni,,,,,,,,,,CDKA (80),
